id_int,id,location_type,net_type,parent_station,route_type,stop_code,stop_id,stop_name,unique_agency_id,wheelchair_boarding,x,y
8585,5622279924,,walk,,,,,,,,9.986873,53.5477535
8586,5624778301,,walk,,,,,,,,9.9686523,53.5130469
8587,5624778304,,walk,,,,,,,,9.9691449,53.5131636
8588,5624778305,,walk,,,,,,,,9.9690254,53.5131278
8589,5624778306,,walk,,,,,,,,9.9687891,53.5130379
8590,5624778307,,walk,,,,,,,,9.9685409,53.5130834
8591,5624778314,,walk,,,,,,,,9.9689439,53.5128112
8592,5624778322,,walk,,,,,,,,9.9772195,53.5116496
8593,5625019858,,walk,,,,,,,,9.9768441,53.5111883
8594,5625019861,,walk,,,,,,,,9.9768707,53.5112811
8595,5625019869,,walk,,,,,,,,9.9753927,53.5119279
8596,5625019875,,walk,,,,,,,,9.974571,53.5120827
8597,5625019881,,walk,,,,,,,,9.9726361,53.5121163
8598,5625019883,,walk,,,,,,,,9.970468,53.512489
8599,5625019884,,walk,,,,,,,,9.9721,53.5121992
8600,5625019885,,walk,,,,,,,,9.9716025,53.5122871
8601,5625019886,,walk,,,,,,,,9.9709334,53.512406
8602,5625019888,,walk,,,,,,,,9.9716234,53.5123282
8603,5625019889,,walk,,,,,,,,9.9704905,53.5125331
8604,5625019890,,walk,,,,,,,,9.970955,53.5124484
8605,5628149676,,walk,,,,,,,,10.0292131,53.5468878
8606,5646166365,,walk,,,,,,,,10.016181,53.5370617
8607,5670734598,,walk,,,,,,,,9.966339,53.5095598
8608,5670734605,,walk,,,,,,,,9.9661367,53.510414
8609,5670734606,,walk,,,,,,,,9.9667414,53.5103263
8610,5670734607,,walk,,,,,,,,9.9669175,53.5102736
8611,5670734611,,walk,,,,,,,,9.9677298,53.5113105
8612,5670738840,,walk,,,,,,,,9.9661839,53.5091162
8613,5679482149,,walk,,,,,,,,9.9869312,53.5479955
8614,5679482150,,walk,,,,,,,,9.9859312,53.547021
8615,5679482158,,walk,,,,,,,,9.9675165,53.5458067
8616,5679482159,,walk,,,,,,,,9.9676675,53.5460147
8617,5679482160,,walk,,,,,,,,9.9687998,53.5458657
8618,5680577234,,walk,,,,,,,,9.9726426,53.5497908
8619,5694736688,,walk,,,,,,,,10.0232902,53.5438374
8620,5694736690,,walk,,,,,,,,10.0244162,53.5434077
8621,5694736691,,walk,,,,,,,,10.0233412,53.5438038
8622,5694736695,,walk,,,,,,,,10.0237328,53.5436833
8623,5694736699,,walk,,,,,,,,10.0244509,53.5433758
8624,5694736701,,walk,,,,,,,,10.0247688,53.5430845
8625,5694736710,,walk,,,,,,,,10.0223301,53.5437259
8626,5694736713,,walk,,,,,,,,10.0232668,53.5438596
8627,5694736715,,walk,,,,,,,,10.0230488,53.5438999
8628,5694736717,,walk,,,,,,,,10.0233314,53.5440562
8629,5694736720,,walk,,,,,,,,10.024555,53.5440075
8630,5694737525,,walk,,,,,,,,10.025271,53.543769
8631,5694737528,,walk,,,,,,,,10.0229704,53.5438681
8632,5694737529,,walk,,,,,,,,10.0228238,53.5438325
8633,5694939697,,walk,,,,,,,,9.9669908,53.5416053
8634,5696011951,,walk,,,,,,,,10.0251229,53.5433787
8635,5696011952,,walk,,,,,,,,10.02495,53.5434566
8636,5696011953,,walk,,,,,,,,10.0249333,53.5434819
8637,5713873186,,walk,,,,,,,,9.9826396,53.5496666
8638,5716973891,,walk,,,,,,,,9.9696448,53.5498271
8639,5716973892,,walk,,,,,,,,9.9695571,53.5498015
8640,5716973893,,walk,,,,,,,,9.9691839,53.5498514
8641,5717723036,,walk,,,,,,,,9.9748246,53.5496885
8642,5717723037,,walk,,,,,,,,9.974653,53.5493602
8643,5728942742,,walk,,,,,,,,10.0237929,53.5437544
8644,5735614474,,walk,,,,,,,,10.0039593,53.5466601
8645,5735614476,,walk,,,,,,,,10.0033592,53.5462544
8646,5735614477,,walk,,,,,,,,10.0039873,53.5466791
8647,5735614482,,walk,,,,,,,,10.0046442,53.5473279
8648,5735701964,,walk,,,,,,,,10.0286599,53.534368
8649,5735701965,,walk,,,,,,,,10.0284151,53.5350238
8650,5735701966,,walk,,,,,,,,10.0258321,53.5393969
8651,5735701967,,walk,,,,,,,,10.0244813,53.5399387
8652,5735701968,,walk,,,,,,,,10.0238155,53.5401053
8653,5735701969,,walk,,,,,,,,10.0181318,53.54097
8654,5735701970,,walk,,,,,,,,10.0173883,53.5411628
8655,5735701971,,walk,,,,,,,,10.0159229,53.5415499
8656,5735701972,,walk,,,,,,,,10.0151618,53.5417421
8657,5735701973,,walk,,,,,,,,10.0105812,53.543323
8658,5738589326,,walk,,,,,,,,10.0144151,53.5443344
8659,5738589335,,walk,,,,,,,,10.0138259,53.5443974
8660,5743943505,,walk,,,,,,,,9.9877609,53.5447947
8661,5749762293,,walk,,,,,,,,9.9989409,53.5424861
8662,5749762294,,walk,,,,,,,,9.9991011,53.5422624
8663,5749762295,,walk,,,,,,,,9.9745813,53.5450127
8664,5749762296,,walk,,,,,,,,10.0017776,53.5410355
8665,5749762297,,walk,,,,,,,,10.0066268,53.5407371
8666,5749762298,,walk,,,,,,,,10.0062142,53.5407531
8667,5749762299,,walk,,,,,,,,10.002082,53.5409023
8668,5749762300,,walk,,,,,,,,9.9971503,53.5466682
8669,5749861429,,walk,,,,,,,,10.0240693,53.5281138
8670,5749861431,,walk,,,,,,,,10.02428,53.5277963
8671,5749861433,,walk,,,,,,,,10.0239064,53.5279366
8672,5749861443,,walk,,,,,,,,10.0217834,53.52509
8673,5749861444,,walk,,,,,,,,10.0211454,53.5249257
8674,5749861445,,walk,,,,,,,,10.0150646,53.5229087
8675,5749861446,,walk,,,,,,,,10.0183279,53.5241364
8676,5749861447,,walk,,,,,,,,10.018947,53.5242843
8677,5749861448,,walk,,,,,,,,10.0206748,53.5247465
8678,5749861449,,walk,,,,,,,,10.0207501,53.5247661
8679,5749861454,,walk,,,,,,,,10.0285512,53.5349768
8680,5749861455,,walk,,,,,,,,10.0249601,53.530281
8681,5751523868,,walk,,,,,,,,9.9845622,53.5374337
8682,5751523869,,walk,,,,,,,,9.9823704,53.5352636
8683,5751523893,,walk,,,,,,,,9.9945829,53.5268412
8684,5751523911,,walk,,,,,,,,9.99239,53.5268813
8685,5751523920,,walk,,,,,,,,9.9989607,53.5262419
8686,5751528024,,walk,,,,,,,,10.0009399,53.5248973
8687,5751528025,,walk,,,,,,,,10.0006592,53.5248295
8688,5751528032,,walk,,,,,,,,10.0009771,53.5247502
8689,5751528036,,walk,,,,,,,,10.0194299,53.5304686
8690,5752565062,,walk,,,,,,,,10.0210778,53.511399
8691,5752565063,,walk,,,,,,,,10.0209515,53.5125872
8692,5752565064,,walk,,,,,,,,10.0209302,53.5127921
8693,5752565065,,walk,,,,,,,,10.0209176,53.5129163
8694,5752565066,,walk,,,,,,,,10.0208538,53.5135724
8695,5752565067,,walk,,,,,,,,10.0203998,53.5162427
8696,5752565068,,walk,,,,,,,,10.020341,53.5164313
8697,5752565069,,walk,,,,,,,,10.0201149,53.5170141
8698,5753750468,,walk,,,,,,,,10.0000611,53.515165
8699,5768946030,,walk,,,,,,,,10.0087739,53.540186
8700,5768946031,,walk,,,,,,,,10.0087384,53.5398861
8701,5768946048,,walk,,,,,,,,10.0087149,53.5398001
8702,5768995078,,walk,,,,,,,,10.0331417,53.5403483
8703,5769005736,,walk,,,,,,,,10.0334273,53.540393
8704,5769084662,,walk,,,,,,,,10.0028263,53.5400521
8705,5769084665,,walk,,,,,,,,10.0025981,53.5399552
8706,5769084666,,walk,,,,,,,,10.0029971,53.539901
8707,5769084667,,walk,,,,,,,,10.0026894,53.5400449
8708,5772186040,,walk,,,,,,,,10.0041621,53.548268
8709,5772186041,,walk,,,,,,,,10.0006431,53.5473587
8710,5772429448,,walk,,,,,,,,9.9898486,53.5449231
8711,5772429449,,walk,,,,,,,,9.9893526,53.544927
8712,5772429450,,walk,,,,,,,,9.9893243,53.5447055
8713,5773416134,,walk,,,,,,,,9.9796354,53.51844
8714,5773416136,,walk,,,,,,,,9.9795345,53.5183254
8715,5773416150,,walk,,,,,,,,9.9771203,53.5116783
8716,5773416152,,walk,,,,,,,,9.9765812,53.5106346
8717,5773416164,,walk,,,,,,,,9.9769823,53.5115724
8718,5773416165,,walk,,,,,,,,9.976843,53.5114154
8719,5773416166,,walk,,,,,,,,9.9767835,53.5113526
8720,5773416167,,walk,,,,,,,,9.9774308,53.5114016
8721,5773416168,,walk,,,,,,,,9.9773184,53.5112381
8722,5773416169,,walk,,,,,,,,9.9771804,53.5112174
8723,5773416178,,walk,,,,,,,,9.9694449,53.5149714
8724,5773537240,,walk,,,,,,,,10.0135479,53.5391696
8725,5773699415,,walk,,,,,,,,10.0222911,53.5360677
8726,5773699417,,walk,,,,,,,,10.0224266,53.5360665
8727,5773699418,,walk,,,,,,,,10.0221105,53.5360698
8728,5773699419,,walk,,,,,,,,10.0219495,53.5360699
8729,5778828615,,walk,,,,,,,,9.9919903,53.5493392
8730,5791956936,,walk,,,,,,,,10.0146153,53.5481493
8731,5801432263,,walk,,,,,,,,9.9873862,53.5158906
8732,5803858844,,walk,,,,,,,,9.9930474,53.5134323
8733,5803858846,,walk,,,,,,,,9.9912356,53.5154963
8734,5803858866,,walk,,,,,,,,9.9943657,53.5117279
8735,5803858868,,walk,,,,,,,,9.9937121,53.5119742
8736,5803858880,,walk,,,,,,,,9.9944128,53.5110834
8737,5803929359,,walk,,,,,,,,10.020967,53.5253666
8738,5803929360,,walk,,,,,,,,10.0206173,53.525432
8739,5803929361,,walk,,,,,,,,10.0202425,53.524752
8740,5803929362,,walk,,,,,,,,10.0208536,53.5258473
8741,5810541459,,walk,,,,,,,,10.016041,53.5376662
8742,5812153244,,walk,,,,,,,,9.9959989,53.5493347
8743,5812153245,,walk,,,,,,,,9.9961911,53.5494148
8744,5812153247,,walk,,,,,,,,9.9963893,53.5492375
8745,5812153248,,walk,,,,,,,,9.9963968,53.549277
8746,5812153456,,walk,,,,,,,,9.996243,53.5493756
8747,5812153457,,walk,,,,,,,,9.9963328,53.5493146
8748,5820105721,,walk,,,,,,,,10.0289504,53.5477592
8749,5820105724,,walk,,,,,,,,10.02864,53.5479703
8750,5820105725,,walk,,,,,,,,10.0288331,53.5477231
8751,5820105726,,walk,,,,,,,,10.0286097,53.5476593
8752,5820105727,,walk,,,,,,,,10.0284109,53.5479133
8753,5820105728,,walk,,,,,,,,10.0283574,53.5477475
8754,5820109581,,walk,,,,,,,,10.0307931,53.5452136
8755,5820109582,,walk,,,,,,,,10.0305684,53.545155
8756,5820109584,,walk,,,,,,,,10.0303425,53.5454438
8757,5820109585,,walk,,,,,,,,10.0305649,53.5455058
8758,5826971397,,walk,,,,,,,,10.0149674,53.538156
8759,5826971400,,walk,,,,,,,,10.0136827,53.5380451
8760,5826971413,,walk,,,,,,,,10.0140249,53.5378882
8761,5826971433,,walk,,,,,,,,10.0144959,53.5380597
8762,5831468677,,walk,,,,,,,,10.03338,53.5403213
8763,5835942396,,walk,,,,,,,,9.9835779,53.5485052
8764,5835942397,,walk,,,,,,,,9.9832065,53.5485786
8765,5835942398,,walk,,,,,,,,9.98309,53.5483312
8766,5835942399,,walk,,,,,,,,9.9834273,53.5482506
8767,5835942400,,walk,,,,,,,,9.9834185,53.5485313
8768,5835942401,,walk,,,,,,,,9.9832469,53.5482836
8769,5835942402,,walk,,,,,,,,9.9831661,53.5484905
8770,5835942403,,walk,,,,,,,,9.9831183,53.5484021
8771,5835942404,,walk,,,,,,,,9.9834721,53.5483283
8772,5835942405,,walk,,,,,,,,9.9835263,53.5484216
8773,5835942430,,walk,,,,,,,,9.9753977,53.546969
8774,5835942431,,walk,,,,,,,,9.9753936,53.5468197
8775,5836044852,,walk,,,,,,,,10.0136926,53.5462754
8776,5836044863,,walk,,,,,,,,10.01426,53.5463253
8777,5836044870,,walk,,,,,,,,10.0146326,53.5459506
8778,5841541279,,walk,,,,,,,,10.043724,53.5483565
8779,5841541283,,walk,,,,,,,,10.0437953,53.5482631
8780,5841542387,,walk,,,,,,,,10.0443416,53.5483287
8781,5841542388,,walk,,,,,,,,10.0440991,53.5482833
8782,5841542397,,walk,,,,,,,,10.0429236,53.5482758
8783,5841552254,,walk,,,,,,,,10.0385969,53.5473323
8784,5841552255,,walk,,,,,,,,10.0380762,53.5474769
8785,5841552257,,walk,,,,,,,,10.0386402,53.547615
8786,5841552258,,walk,,,,,,,,10.0384031,53.5474606
8787,5841552259,,walk,,,,,,,,10.0381433,53.5473913
8788,5841552260,,walk,,,,,,,,10.0376963,53.5473174
8789,5841552262,,walk,,,,,,,,10.0386986,53.5475334
8790,5841569593,,walk,,,,,,,,10.0402024,53.5463185
8791,5841569596,,walk,,,,,,,,10.0389591,53.5467862
8792,5841569599,,walk,,,,,,,,10.0397572,53.5463416
8793,5841569600,,walk,,,,,,,,10.0399093,53.5463811
8794,5841569601,,walk,,,,,,,,10.0400448,53.5464049
8795,5841569602,,walk,,,,,,,,10.0393612,53.5466564
8796,5841569612,,walk,,,,,,,,10.0384782,53.5472926
8797,5841569627,,walk,,,,,,,,10.0402084,53.5460803
8798,5841569630,,walk,,,,,,,,10.0402579,53.5457689
8799,5844411446,,walk,,,,,,,,10.0063001,53.5475259
8800,5846330276,,walk,,,,,,,,9.9993797,53.5200235
8801,5846330277,,walk,,,,,,,,9.9994152,53.5199152
8802,5846364764,,walk,,,,,,,,9.9654931,53.5463852
8803,5848176647,,walk,,,,,,,,9.9904467,53.5492728
8804,5856138151,,walk,,,,,,,,10.0086316,53.5380925
8805,5856138159,,walk,,,,,,,,9.965596,53.5464323
8806,5856138160,,walk,,,,,,,,9.9656417,53.5463714
8807,5856138169,,walk,,,,,,,,9.965469,53.5464936
8808,5857116193,,walk,,,,,,,,9.9903829,53.5474937
8809,5857116194,,walk,,,,,,,,9.9905072,53.5474967
8810,5859257434,,walk,,,,,,,,10.0452977,53.5454825
8811,5859257435,,walk,,,,,,,,10.0458355,53.5462696
8812,5859257443,,walk,,,,,,,,10.0457481,53.5461469
8813,5859257444,,walk,,,,,,,,10.046009,53.5453817
8814,5859257445,,walk,,,,,,,,10.046452,53.5459985
8815,5859257449,,walk,,,,,,,,10.0465737,53.5461506
8816,5863221025,,walk,,,,,,,,10.0453656,53.5464409
8817,5863221029,,walk,,,,,,,,10.0452719,53.546305
8818,5876533073,,walk,,,,,,,,10.0111031,53.5400835
8819,5876533085,,walk,,,,,,,,10.0100464,53.5400193
8820,5876533097,,walk,,,,,,,,10.0099909,53.539911
8821,5896229917,,walk,,,,,,,,10.0256899,53.5289792
8822,5896229922,,walk,,,,,,,,10.0267116,53.5291206
8823,5909424753,,walk,,,,,,,,10.0146604,53.5480909
8824,5911741615,,walk,,,,,,,,10.0368247,53.539765
8825,5911741621,,walk,,,,,,,,10.0355261,53.5398379
8826,5914178236,,walk,,,,,,,,9.9936154,53.5479572
8827,5915361965,,walk,,,,,,,,10.0323331,53.5432418
8828,5915361966,,walk,,,,,,,,10.032108,53.5431865
8829,5915361969,,walk,,,,,,,,10.0321534,53.5434719
8830,5915361970,,walk,,,,,,,,10.0319318,53.5434118
8831,5925976884,,walk,,,,,,,,9.9674542,53.5484043
8832,5925980985,,walk,,,,,,,,9.9674026,53.5488182
8833,5927498394,,walk,,,,,,,,10.0387926,53.5161195
8834,5927498395,,walk,,,,,,,,10.0370594,53.5140795
8835,5927505237,,walk,,,,,,,,10.026521,53.524657
8836,5927505246,,walk,,,,,,,,10.0260383,53.5252063
8837,5927505254,,walk,,,,,,,,10.0273276,53.5268972
8838,5927535608,,walk,,,,,,,,10.0377337,53.5233047
8839,5927535610,,walk,,,,,,,,10.0375745,53.5233578
8840,5940540468,,walk,,,,,,,,10.0441945,53.5277282
8841,5940540469,,walk,,,,,,,,10.0442632,53.5277451
8842,5940540585,,walk,,,,,,,,10.0452145,53.5274743
8843,5940540586,,walk,,,,,,,,10.0452179,53.5274388
8844,5941107754,,walk,,,,,,,,10.0468033,53.5265897
8845,5941107764,,walk,,,,,,,,10.0440695,53.5281286
8846,5941107770,,walk,,,,,,,,10.0435178,53.5280568
8847,5941107783,,walk,,,,,,,,10.0414669,53.5341129
8848,5941107985,,walk,,,,,,,,10.0416454,53.533491
8849,5941107997,,walk,,,,,,,,10.0411579,53.5325995
8850,5941107998,,walk,,,,,,,,10.0410395,53.5325434
8851,5941107999,,walk,,,,,,,,10.040825,53.5327458
8852,5941108002,,walk,,,,,,,,10.0410101,53.5325786
8853,5941108015,,walk,,,,,,,,10.0410796,53.5322693
8854,5941108016,,walk,,,,,,,,10.0411215,53.5324456
8855,5941108018,,walk,,,,,,,,10.0413025,53.5332695
8856,5951710140,,walk,,,,,,,,10.023009,53.5344188
8857,5951710141,,walk,,,,,,,,10.0228264,53.5344742
8858,5951743101,,walk,,,,,,,,10.0032665,53.5400321
8859,5951743108,,walk,,,,,,,,10.0033096,53.5398623
8860,5951743109,,walk,,,,,,,,10.0032848,53.539913
8861,5951743110,,walk,,,,,,,,10.0026842,53.5399316
8862,5951743111,,walk,,,,,,,,10.0027296,53.5400639
8863,5951743112,,walk,,,,,,,,10.0027296,53.5399858
8864,5951743113,,walk,,,,,,,,10.0030783,53.5399595
8865,5951743117,,walk,,,,,,,,10.0026855,53.5399599
8866,5951743119,,walk,,,,,,,,10.0032038,53.5399623
8867,5951743120,,walk,,,,,,,,10.0032392,53.5399523
8868,5951743121,,walk,,,,,,,,10.0032551,53.5399122
8869,5951743127,,walk,,,,,,,,10.0032328,53.5400196
8870,5951743128,,walk,,,,,,,,10.0031668,53.5400539
8871,5951743131,,walk,,,,,,,,10.0032074,53.5400717
8872,5951743132,,walk,,,,,,,,10.0031329,53.5399343
8873,5951743133,,walk,,,,,,,,10.0031333,53.5399066
8874,5951743134,,walk,,,,,,,,10.0029074,53.539933
8875,5951743135,,walk,,,,,,,,10.0028963,53.5399109
8876,5951743136,,walk,,,,,,,,10.0028538,53.5399597
8877,5951743137,,walk,,,,,,,,10.0028545,53.5399764
8878,5951743138,,walk,,,,,,,,10.0026866,53.5399928
8879,5951743139,,walk,,,,,,,,10.0027295,53.540011
8880,5951743140,,walk,,,,,,,,10.0031321,53.5399939
8881,5951743141,,walk,,,,,,,,10.0031319,53.5400101
8882,5951743142,,walk,,,,,,,,10.002913,53.5400889
8883,5951743143,,walk,,,,,,,,10.0029646,53.5401108
8884,5951747251,,walk,,,,,,,,10.0201175,53.5358597
8885,5951830786,,walk,,,,,,,,10.008884,53.539872
8886,5951830788,,walk,,,,,,,,10.0078759,53.5402623
8887,5951830789,,walk,,,,,,,,10.0080458,53.5403769
8888,5951830790,,walk,,,,,,,,10.0080851,53.5404069
8889,5956633295,,walk,,,,,,,,9.9973714,53.5441092
8890,5956633296,,walk,,,,,,,,9.9979596,53.5443199
8891,5959883247,,walk,,,,,,,,10.0031327,53.5399469
8892,5959883248,,walk,,,,,,,,10.0031324,53.5399762
8893,5959883249,,walk,,,,,,,,10.002913,53.5399446
8894,5959883250,,walk,,,,,,,,10.0028533,53.5399439
8895,5959883251,,walk,,,,,,,,10.0028568,53.5400412
8896,5959883253,,walk,,,,,,,,10.0026848,53.5399442
8897,5959883254,,walk,,,,,,,,10.003134,53.5398527
8898,5959883255,,walk,,,,,,,,10.0028538,53.5398406
8899,5959883256,,walk,,,,,,,,10.0031316,53.5400333
8900,5959883257,,walk,,,,,,,,10.0031312,53.5400608
8901,5959883258,,walk,,,,,,,,10.0031312,53.5400651
8902,5959883259,,walk,,,,,,,,10.0031308,53.5400894
8903,5959883260,,walk,,,,,,,,10.00288,53.5400749
8904,5962418018,,walk,,,,,,,,10.0246712,53.5344969
8905,5964399421,,walk,,,,,,,,9.9874831,53.5156652
8906,5964399431,,walk,,,,,,,,9.9837825,53.5144375
8907,5964399432,,walk,,,,,,,,9.9836377,53.5153295
8908,5964399461,,walk,,,,,,,,9.9853438,53.51461
8909,5964399463,,walk,,,,,,,,9.9854892,53.5139548
8910,5964399464,,walk,,,,,,,,9.9855678,53.5143371
8911,5964399466,,walk,,,,,,,,9.9859296,53.5143727
8912,5964399468,,walk,,,,,,,,9.9858454,53.5143265
8913,5964399469,,walk,,,,,,,,9.9856918,53.5141682
8914,5964399470,,walk,,,,,,,,9.9857052,53.5140824
8915,5964399471,,walk,,,,,,,,9.9853838,53.5143964
8916,5964399472,,walk,,,,,,,,9.9853666,53.5144684
8917,5964400440,,walk,,,,,,,,9.9857334,53.5134257
8918,5964400441,,walk,,,,,,,,9.9856185,53.5131742
8919,5964400450,,walk,,,,,,,,9.9855403,53.5134692
8920,5964400453,,walk,,,,,,,,9.9856181,53.5134086
8921,5964469226,,walk,,,,,,,,10.026491,53.5438564
8922,5964469239,,walk,,,,,,,,10.0254708,53.5430969
8923,5964469251,,walk,,,,,,,,10.0255974,53.5433096
8924,5964469265,,walk,,,,,,,,10.0268131,53.5427171
8925,5964469267,,walk,,,,,,,,10.0271149,53.5424904
8926,5964469284,,walk,,,,,,,,10.0274291,53.5428717
8927,5975293805,,walk,,,,,,,,10.0348949,53.5497664
8928,5975293806,,walk,,,,,,,,10.0349705,53.5496636
8929,6003276212,,walk,,,,,,,,9.9950623,53.5388141
8930,6005059816,,walk,,,,,,,,10.014558,53.5482231
8931,6044572470,,walk,,,,,,,,9.9952165,53.5401166
8932,6053486387,,walk,,,,,,,,10.0070335,53.5130115
8933,6053486388,,walk,,,,,,,,10.0075227,53.5134859
8934,6053486389,,walk,,,,,,,,10.0066773,53.512683
8935,6053486478,,walk,,,,,,,,10.0093603,53.5132922
8936,6053583472,,walk,,,,,,,,10.0063143,53.5127556
8937,6066218055,,walk,,,,,,,,10.0333422,53.5153221
8938,6066218056,,walk,,,,,,,,10.0341946,53.515352
8939,6066218059,,walk,,,,,,,,10.0325556,53.515563
8940,6066218064,,walk,,,,,,,,10.0342743,53.5151691
8941,6066219024,,walk,,,,,,,,10.0210947,53.5190243
8942,6066219025,,walk,,,,,,,,10.0230151,53.5192572
8943,6066219028,,walk,,,,,,,,10.0245808,53.5190721
8944,6066219030,,walk,,,,,,,,10.0246837,53.5190416
8945,6066219035,,walk,,,,,,,,10.0281352,53.5172643
8946,6066219037,,walk,,,,,,,,10.020305,53.5189213
8947,6066219038,,walk,,,,,,,,10.0209284,53.5190037
8948,6066219054,,walk,,,,,,,,10.026633,53.5180122
8949,6066219068,,walk,,,,,,,,10.031012,53.5163413
8950,6066219116,,walk,,,,,,,,10.0503462,53.5123638
8951,6066219124,,walk,,,,,,,,10.0480542,53.512621
8952,6066219125,,walk,,,,,,,,10.0466871,53.5129454
8953,6066219136,,walk,,,,,,,,10.0418892,53.5151213
8954,6066219153,,walk,,,,,,,,10.0343539,53.524589
8955,6066219186,,walk,,,,,,,,10.0296373,53.5262426
8956,6066219224,,walk,,,,,,,,10.0433322,53.5216569
8957,6066219231,,walk,,,,,,,,10.030977,53.5255091
8958,6066219243,,walk,,,,,,,,10.03491,53.5267194
8959,6066219244,,walk,,,,,,,,10.0434511,53.5234058
8960,6066219248,,walk,,,,,,,,10.0340851,53.5246768
8961,6066219259,,walk,,,,,,,,10.0323387,53.5252471
8962,6066219264,,walk,,,,,,,,10.029183,53.5263899
8963,6066219277,,walk,,,,,,,,10.0454155,53.523103
8964,6066219287,,walk,,,,,,,,10.0286842,53.526609
8965,6066219298,,walk,,,,,,,,10.0382763,53.5256199
8966,6066219302,,walk,,,,,,,,10.0433352,53.5224372
8967,6066219311,,walk,,,,,,,,10.0311083,53.5256492
8968,6066219312,,walk,,,,,,,,10.0350905,53.5266154
8969,6066219316,,walk,,,,,,,,10.0445631,53.523271
8970,6066219336,,walk,,,,,,,,10.0447131,53.5232981
8971,6066219354,,walk,,,,,,,,10.0355145,53.52421
8972,6066219359,,walk,,,,,,,,10.0361846,53.5262594
8973,6066642541,,walk,,,,,,,,10.0225868,53.5297217
8974,6066642547,,walk,,,,,,,,10.0225127,53.5297812
8975,6066642548,,walk,,,,,,,,10.0224483,53.5297088
8976,6066642551,,walk,,,,,,,,10.0226681,53.529663
8977,6066642554,,walk,,,,,,,,10.0223369,53.5295626
8978,6066642557,,walk,,,,,,,,10.0228014,53.5294936
8979,6066642563,,walk,,,,,,,,10.0225779,53.5296102
8980,6066642801,,walk,,,,,,,,10.0225068,53.5295686
8981,6066642802,,walk,,,,,,,,10.0225872,53.5294724
8982,6066642809,,walk,,,,,,,,10.0227419,53.5293733
8983,6066642817,,walk,,,,,,,,10.0222181,53.5292249
8984,6066642824,,walk,,,,,,,,10.0221249,53.5289436
8985,6066642837,,walk,,,,,,,,10.0226916,53.5285151
8986,6066642846,,walk,,,,,,,,10.0240495,53.5279904
8987,6066642847,,walk,,,,,,,,10.0241532,53.5280904
8988,6066642848,,walk,,,,,,,,10.0243209,53.5282566
8989,6066642850,,walk,,,,,,,,10.0242786,53.528056
8990,6066642851,,walk,,,,,,,,10.0241742,53.527944
8991,6066642868,,walk,,,,,,,,10.0235834,53.5302956
8992,6066642875,,walk,,,,,,,,10.0233165,53.530124
8993,6066642884,,walk,,,,,,,,10.0233004,53.5301067
8994,6066642886,,walk,,,,,,,,10.0231434,53.5300348
8995,6066642892,,walk,,,,,,,,10.0214665,53.531027
8996,6066672217,,walk,,,,,,,,10.0220284,53.525003
8997,6066672224,,walk,,,,,,,,10.0232934,53.5249507
8998,6068314519,,walk,,,,,,,,10.049594,53.5164763
8999,6068314532,,walk,,,,,,,,10.0429865,53.5186296
9000,6068314535,,walk,,,,,,,,10.0434195,53.518491
9001,6068990901,,walk,,,,,,,,9.9869283,53.5447564
9002,6068990904,,walk,,,,,,,,9.9869012,53.5447727
9003,6068990919,,walk,,,,,,,,9.9869148,53.5446348
9004,6068990920,,walk,,,,,,,,9.9867527,53.5440298
9005,6068990922,,walk,,,,,,,,9.9869364,53.5447152
9006,6068990927,,walk,,,,,,,,9.9867438,53.5439968
9007,6068990928,,walk,,,,,,,,9.9867251,53.5439058
9008,6070544590,,walk,,,,,,,,9.9809135,53.522359
9009,6070544808,,walk,,,,,,,,9.9804877,53.5224673
9010,6070544812,,walk,,,,,,,,9.9816869,53.5217665
9011,6070544813,,walk,,,,,,,,9.9818804,53.5221463
9012,6070544819,,walk,,,,,,,,9.9802106,53.5225964
9013,6070544821,,walk,,,,,,,,9.9763582,53.5281198
9014,6070670469,,walk,,,,,,,,9.9797115,53.5226394
9015,6070670471,,walk,,,,,,,,9.9791714,53.522081
9016,6070670474,,walk,,,,,,,,9.9799011,53.5227612
9017,6070670484,,walk,,,,,,,,9.978413,53.5235408
9018,6071291380,,walk,,,,,,,,10.0350657,53.5373835
9019,6071291381,,walk,,,,,,,,10.0352327,53.5373012
9020,6071291384,,walk,,,,,,,,10.0338116,53.5382172
9021,6071292589,,walk,,,,,,,,10.0341617,53.5380637
9022,6071292590,,walk,,,,,,,,10.0339937,53.5381436
9023,6071292592,,walk,,,,,,,,10.0336487,53.5382007
9024,6071292593,,walk,,,,,,,,10.0336321,53.5381793
9025,6071292602,,walk,,,,,,,,10.033645,53.5379643
9026,6071292606,,walk,,,,,,,,10.0335766,53.5381077
9027,6071292607,,walk,,,,,,,,10.0334867,53.537938
9028,6071292609,,walk,,,,,,,,10.0333435,53.5379061
9029,6071292614,,walk,,,,,,,,10.0345626,53.538007
9030,6071292616,,walk,,,,,,,,10.0344469,53.5379451
9031,6071292633,,walk,,,,,,,,10.034277,53.5381962
9032,6071292636,,walk,,,,,,,,10.0346026,53.538024
9033,6071292638,,walk,,,,,,,,10.034046,53.5383014
9034,6071292639,,walk,,,,,,,,10.0338127,53.5383883
9035,6071310187,,walk,,,,,,,,10.0346371,53.5375652
9036,6071310194,,walk,,,,,,,,10.03406,53.5377144
9037,6071310197,,walk,,,,,,,,10.0342582,53.5378326
