id,x,y,id,net_type,old_node_id,id_int
4107580278,24.8289874,60.1741911,4107580278,walk,4107580278,4495
4107580281,24.8285058,60.174889,4107580281,walk,4107580281,4496
4107580282,24.8295762,60.1759316,4107580282,walk,4107580282,4497
4107580803,24.8298312,60.1761146,4107580803,walk,4107580803,4498
4107581091,24.8308161,60.1764334,4107581091,walk,4107581091,4499
4107592801,24.8552706,60.1632161,4107592801,walk,4107592801,4500
4116955781,24.8160948,60.1770503,4116955781,walk,4116955781,4501
4116955782,24.8163764,60.1770535,4116955782,walk,4116955782,4502
4116955783,24.8166682,60.1770568,4116955783,walk,4116955783,4503
4116955787,24.8156476,60.1771436,4116955787,walk,4116955787,4504
4116956592,24.8155636,60.1772763,4116956592,walk,4116956592,4505
4116956595,24.8155176,60.1774333,4116956595,walk,4116956595,4506
4116956598,24.8155003,60.177602,4116956598,walk,4116956598,4507
4120508631,24.8211834,60.1853284,4120508631,walk,4120508631,4508
4120508632,24.822327,60.1845369,4120508632,walk,4120508632,4509
4131081018,24.7953209,60.1721904,4131081018,walk,4131081018,4510
4131081019,24.7964496,60.172198,4131081019,walk,4131081019,4511
4131081023,24.7974135,60.1727073,4131081023,walk,4131081023,4512
4131081030,24.7980961,60.1731325,4131081030,walk,4131081030,4513
4131081035,24.7973756,60.1734468,4131081035,walk,4131081035,4514
4131081037,24.7962708,60.1734992,4131081037,walk,4131081037,4515
4131081039,24.7980277,60.1736487,4131081039,walk,4131081039,4516
4131081040,24.7980949,60.1736487,4131081040,walk,4131081040,4517
4131081041,24.7976817,60.1736498,4131081041,walk,4131081041,4518
4131081042,24.7978239,60.1736498,4131081042,walk,4131081042,4519
4131081043,24.7973663,60.1736565,4131081043,walk,4131081043,4520
4131081047,24.7968469,60.1737311,4131081047,walk,4131081047,4521
4131081054,24.7970214,60.1739415,4131081054,walk,4131081054,4522
4131081055,24.7974493,60.1739458,4131081055,walk,4131081055,4523
4139546979,24.8553207,60.1646775,4139546979,walk,4139546979,4524
4139546980,24.8558483,60.1651161,4139546980,walk,4139546980,4525
4140942322,24.8015681,60.1907836,4140942322,walk,4140942322,4526
4140942356,24.803421,60.1915594,4140942356,walk,4140942356,4527
4148812132,24.8057439,60.1785308,4148812132,walk,4148812132,4528
4148812139,24.8061589,60.1784588,4148812139,walk,4148812139,4529
4148812143,24.8058,60.1784338,4148812143,walk,4148812143,4530
4151547799,24.8042456,60.1848795,4151547799,walk,4151547799,4531
4151547809,24.8042161,60.1850217,4151547809,walk,4151547809,4532
4151547844,24.8041715,60.185265,4151547844,walk,4151547844,4533
4151547863,24.8041154,60.1855122,4151547863,walk,4151547863,4534
4154126654,24.8577634,60.1667331,4154126654,walk,4154126654,4535
4158517441,24.8585467,60.1647389,4158517441,walk,4158517441,4536
4162634018,24.8598128,60.1624881,4162634018,walk,4162634018,4537
4208542489,24.8328999,60.1813065,4208542489,walk,4208542489,4538
4208542492,24.832783,60.1810609,4208542492,walk,4208542492,4539
4225435604,24.8574429,60.1685858,4225435604,walk,4225435604,4540
4229100944,24.8555947,60.1624872,4229100944,walk,4229100944,4541
4229100947,24.8560332,60.1621474,4229100947,walk,4229100947,4542
4262444996,24.8258889,60.1896391,4262444996,walk,4262444996,4543
4262447475,24.8190474,60.1894653,4262447475,walk,4262447475,4544
4267981416,24.7993521,60.1776611,4267981416,walk,4267981416,4545
4267981417,24.7989334,60.1784364,4267981417,walk,4267981417,4546
4290967839,24.8282178,60.1808017,4290967839,walk,4290967839,4547
4290967840,24.828284,60.1808149,4290967840,walk,4290967840,4548
4290967860,24.8278014,60.1813654,4290967860,walk,4290967860,4549
4290967861,24.8278691,60.1813739,4290967861,walk,4290967861,4550
4290967862,24.8286532,60.1815222,4290967862,walk,4290967862,4551
4376903432,24.8589784,60.1635917,4376903432,walk,4376903432,4552
4391982780,24.8348097,60.1885895,4391982780,walk,4391982780,4553
4391982782,24.8352898,60.1886573,4391982782,walk,4391982782,4554
4391982784,24.835558,60.189152,4391982784,walk,4391982784,4555
4391983290,24.8366305,60.190109,4391983290,walk,4391983290,4556
4421884841,24.8130511,60.1792344,4421884841,walk,4421884841,4557
4421884861,24.8131686,60.1792099,4421884861,walk,4421884861,4558
4421884862,24.8130895,60.1791873,4421884862,walk,4421884862,4559
4421884863,24.8121424,60.1789812,4421884863,walk,4421884863,4560
4423807562,24.8081897,60.1823491,4423807562,walk,4423807562,4561
4423807578,24.8083905,60.1808519,4423807578,walk,4423807578,4562
4423807583,24.8066895,60.1833251,4423807583,walk,4423807583,4563
4423807584,24.8080546,60.1829359,4423807584,walk,4423807584,4564
4423807586,24.8071414,60.1833236,4423807586,walk,4423807586,4565
4423807587,24.8067258,60.1834321,4423807587,walk,4423807587,4566
4423808691,24.8068001,60.1839923,4423808691,walk,4423808691,4567
4423808693,24.8061559,60.184158,4423808693,walk,4423808693,4568
4423808696,24.8075522,60.1837776,4423808696,walk,4423808696,4569
4423808699,24.8076959,60.1840143,4423808699,walk,4423808699,4570
4423808702,24.8071793,60.1840025,4423808702,walk,4423808702,4571
4423808703,24.8068544,60.184137,4423808703,walk,4423808703,4572
4471462345,24.8553447,60.1630543,4471462345,walk,4471462345,4573
4515340462,24.7997021,60.1603342,4515340462,walk,4515340462,4574
4517963761,24.8027155,60.1738284,4517963761,walk,4517963761,4575
4517963762,24.8030732,60.1731515,4517963762,walk,4517963762,4576
4517963763,24.8028805,60.1735512,4517963763,walk,4517963763,4577
4523786202,24.8107396,60.1786974,4523786202,walk,4523786202,4578
4523786207,24.810262,60.1790021,4523786207,walk,4523786207,4579
4523786208,24.8103078,60.1790183,4523786208,walk,4523786208,4580
4523805365,24.8106839,60.1786808,4523805365,walk,4523805365,4581
4523805367,24.8106,60.1786536,4523805367,walk,4523805367,4582
4523805373,24.8112454,60.1777352,4523805373,walk,4523805373,4583
4523805374,24.8105499,60.1786935,4523805374,walk,4523805374,4584
4525310245,24.8595105,60.1625938,4525310245,walk,4525310245,4585
4525310247,24.8591913,60.1627247,4525310247,walk,4525310247,4586
4533437354,24.8119282,60.1774978,4533437354,walk,4533437354,4587
4548442254,24.8114886,60.1775771,4548442254,walk,4548442254,4588
4548442263,24.811313,60.1778453,4548442263,walk,4548442263,4589
4548442281,24.811653,60.1776581,4548442281,walk,4548442281,4590
4548443899,24.8130988,60.1770259,4548443899,walk,4548443899,4591
4548443901,24.8135116,60.1765397,4548443901,walk,4548443901,4592
4548443920,24.8128901,60.177065,4548443920,walk,4548443920,4593
4548443924,24.8098842,60.1779315,4548443924,walk,4548443924,4594
4548443925,24.8137452,60.1770779,4548443925,walk,4548443925,4595
4548443929,24.8081032,60.1776824,4548443929,walk,4548443929,4596
4548443958,24.8142093,60.177122,4548443958,walk,4548443958,4597
4548443971,24.8128186,60.1771542,4548443971,walk,4548443971,4598
4548443976,24.8100069,60.1777079,4548443976,walk,4548443976,4599
4548443990,24.812656,60.177357,4548443990,walk,4548443990,4600
4548443996,24.8136471,60.1779479,4548443996,walk,4548443996,4601
4548444002,24.8136916,60.177905,4548444002,walk,4548444002,4602
4548444045,24.8130109,60.176914,4548444045,walk,4548444045,4603
4548444056,24.8131658,60.1767204,4548444056,walk,4548444056,4604
4552365977,24.8596956,60.1652524,4552365977,walk,4552365977,4605
4552365982,24.8601135,60.1653094,4552365982,walk,4552365982,4606
4554057447,24.8574216,60.168459,4554057447,walk,4554057447,4607
4556816084,24.8574452,60.1652891,4556816084,walk,4556816084,4608
4556816189,24.857405,60.1653928,4556816189,walk,4556816189,4609
4556855227,24.8578204,60.1665911,4556855227,walk,4556855227,4610
4556855235,24.8577178,60.1668467,4556855235,walk,4556855235,4611
4556855239,24.8576983,60.1668952,4556855239,walk,4556855239,4612
4557212217,24.8138814,60.176622,4557212217,walk,4557212217,4613
4557212245,24.8135216,60.1765907,4557212245,walk,4557212245,4614
4557255700,24.8176787,60.178479,4557255700,walk,4557255700,4615
4558154499,24.8587083,60.1652894,4558154499,walk,4558154499,4616
4558154500,24.8588056,60.1652992,4558154500,walk,4558154500,4617
4561451865,24.8583533,60.165254,4561451865,walk,4561451865,4618
4561451882,24.8594113,60.1654265,4561451882,walk,4561451882,4619
4561451884,24.8593975,60.1654592,4561451884,walk,4561451884,4620
4561451885,24.8593844,60.1654945,4561451885,walk,4561451885,4621
4561451886,24.8598206,60.1656583,4561451886,walk,4561451886,4622
4561451887,24.859863,60.1656628,4561451887,walk,4561451887,4623
4561451888,24.859936,60.1656697,4561451888,walk,4561451888,4624
4561452289,24.8600127,60.1656766,4561452289,walk,4561452289,4625
4561452294,24.8597672,60.1658439,4561452294,walk,4561452294,4626
4561452295,24.8597883,60.1658472,4561452295,walk,4561452295,4627
4561452296,24.8598486,60.1658538,4561452296,walk,4561452296,4628
4561452297,24.8599329,60.1658631,4561452297,walk,4561452297,4629
4561452307,24.859759,60.1662701,4561452307,walk,4561452307,4630
4561452309,24.8597306,60.1663388,4561452309,walk,4561452309,4631
4561452368,24.8592107,60.1683257,4561452368,walk,4561452368,4632
4561452370,24.8588246,60.1683587,4561452370,walk,4561452370,4633
4561504962,24.8589242,60.1656002,4561504962,walk,4561504962,4634
4562171532,24.8586576,60.1650498,4562171532,walk,4562171532,4635
4562171544,24.8582331,60.1659284,4562171544,walk,4562171544,4636
4564294392,24.8160254,60.1764667,4564294392,walk,4564294392,4637
4564294395,24.8162641,60.1762896,4564294395,walk,4564294395,4638
4564680827,24.8090283,60.1778106,4564680827,walk,4564680827,4639
4564680831,24.8085774,60.1781954,4564680831,walk,4564680831,4640
4573186352,24.8564866,60.1641891,4573186352,walk,4573186352,4641
4573186361,24.8572221,60.1642598,4573186361,walk,4573186361,4642
4573186519,24.8573022,60.1653826,4573186519,walk,4573186519,4643
4573186522,24.8572536,60.1655138,4573186522,walk,4573186522,4644
4573186537,24.857467,60.1661425,4573186537,walk,4573186537,4645
4573186538,24.8575156,60.1661472,4573186538,walk,4573186538,4646
4573245048,24.8578417,60.1665382,4573245048,walk,4573245048,4647
4573245062,24.8576648,60.1669787,4573245062,walk,4573245062,4648
4573245078,24.8575368,60.1672976,4573245078,walk,4573245078,4649
4573245081,24.8575194,60.1673464,4573245081,walk,4573245081,4650
4573245084,24.8574959,60.167409,4573245084,walk,4573245084,4651
4573245104,24.8574556,60.1687267,4573245104,walk,4573245104,4652
4573245125,24.8575281,60.1691157,4573245125,walk,4573245125,4653
4573245129,24.85733,60.169468,4573245129,walk,4573245129,4654
4573245135,24.857145,60.1695569,4573245135,walk,4573245135,4655
4573245138,24.8570318,60.1696269,4573245138,walk,4573245138,4656
4573245139,24.8571481,60.1696377,4573245139,walk,4573245139,4657
4573245140,24.8570722,60.1696442,4573245140,walk,4573245140,4658
4573245143,24.8573184,60.1697627,4573245143,walk,4573245143,4659
4573245145,24.8574218,60.169809,4573245145,walk,4573245145,4660
4573245146,24.8573081,60.169812,4573245146,walk,4573245146,4661
4573245147,24.8574888,60.1698368,4573245147,walk,4573245147,4662
4573245153,24.8575329,60.1699793,4573245153,walk,4573245153,4663
4573245154,24.8576454,60.1700243,4573245154,walk,4573245154,4664
4573245158,24.8579049,60.170179,4573245158,walk,4573245158,4665
4573270027,24.8584964,60.1648728,4573270027,walk,4573270027,4666
4573270028,24.8585862,60.1648805,4573270028,walk,4573270028,4667
4573270029,24.8587062,60.1648942,4573270029,walk,4573270029,4668
4573270036,24.8584309,60.1650475,4573270036,walk,4573270036,4669
4582552213,24.8597897,60.1661962,4582552213,walk,4582552213,4670
4582552230,24.8596235,60.1665896,4582552230,walk,4582552230,4671
4582552275,24.8593806,60.1671861,4582552275,walk,4582552275,4672
4582552277,24.8593348,60.1673067,4582552277,walk,4582552277,4673
4582552282,24.8592967,60.1674056,4582552282,walk,4582552282,4674
4582552298,24.8591861,60.1676986,4582552298,walk,4582552298,4675
4582552327,24.8586821,60.1684127,4582552327,walk,4582552327,4676
4583589971,24.857472,60.1674793,4583589971,walk,4583589971,4677
4583589973,24.8574592,60.1675152,4583589973,walk,4583589973,4678
4583589986,24.8573622,60.1680037,4583589986,walk,4583589986,4679
4583651568,24.8579548,60.165341,4583651568,walk,4583651568,4680
4583651570,24.8580651,60.1653522,4583651570,walk,4583651570,4681
4583651580,24.8573655,60.1656337,4583651580,walk,4583651580,4682
4583651583,24.8573624,60.1656467,4583651583,walk,4583651583,4683
4583651584,24.8574657,60.1656562,4583651584,walk,4583651584,4684
4584170703,24.8598608,60.1660353,4584170703,walk,4584170703,4685
4584170704,24.8599675,60.1660473,4584170704,walk,4584170704,4686
4585601287,24.8588644,60.1638923,4585601287,walk,4585601287,4687
4585601288,24.8589205,60.163898,4585601288,walk,4585601288,4688
4585602505,24.8587782,60.1641246,4585602505,walk,4585602505,4689
4585602508,24.8588446,60.1641294,4585602508,walk,4585602508,4690
4585602533,24.8596063,60.164416,4585602533,walk,4585602533,4691
4585602536,24.8599609,60.1644719,4585602536,walk,4585602536,4692
4586662360,24.858685,60.1676715,4586662360,walk,4586662360,4693
4586662361,24.8586986,60.167674,4586662361,walk,4586662361,4694
4586662364,24.8586277,60.1678227,4586662364,walk,4586662364,4695
4586662365,24.8586414,60.1678241,4586662365,walk,4586662365,4696
4586662370,24.8577344,60.1680747,4586662370,walk,4586662370,4697
4586662371,24.8573607,60.168082,4586662371,walk,4586662371,4698
4586662373,24.8574411,60.1681336,4586662373,walk,4586662373,4699
4588582642,24.8596355,60.1643778,4588582642,walk,4588582642,4700
4588582644,24.860077,60.1644529,4588582644,walk,4588582644,4701
4590394623,24.8587357,60.1648977,4590394623,walk,4590394623,4702
4594537477,24.8030082,60.1861085,4594537477,walk,4594537477,4703
4594537478,24.8031256,60.1861125,4594537478,walk,4594537478,4704
4594537481,24.803064,60.1861963,4594537481,walk,4594537481,4705
4594537482,24.8031659,60.1861903,4594537482,walk,4594537482,4706
4594537484,24.8036072,60.1861887,4594537484,walk,4594537484,4707
4594537486,24.8043514,60.1862684,4594537486,walk,4594537486,4708
4594537599,24.8047371,60.1864654,4594537599,walk,4594537599,4709
4596790805,24.8586495,60.1644639,4596790805,walk,4596790805,4710
4596790811,24.8584927,60.1648836,4596790811,walk,4596790811,4711
4609403776,24.8586043,60.1645854,4609403776,walk,4609403776,4712
4616260101,24.7898602,60.1858492,4616260101,walk,4616260101,4713
4616260104,24.7900174,60.1862954,4616260104,walk,4616260104,4714
4616260321,24.7900682,60.1864331,4616260321,walk,4616260321,4715
4618283387,24.7933209,60.183289,4618283387,walk,4618283387,4716
4618284905,24.7938047,60.182945,4618284905,walk,4618284905,4717
4618298874,24.803073,60.1855222,4618298874,walk,4618298874,4718
4618298876,24.8049611,60.1855979,4618298876,walk,4618298876,4719
4618298878,24.8066747,60.1860362,4618298878,walk,4618298878,4720
4618298879,24.8068617,60.186088,4618298879,walk,4618298879,4721
4618298887,24.8069026,60.1860536,4618298887,walk,4618298887,4722
4618298889,24.8058414,60.1865317,4618298889,walk,4618298889,4723
4618298891,24.805533,60.1865157,4618298891,walk,4618298891,4724
4618298901,24.8067173,60.1860059,4618298901,walk,4618298901,4725
4618298909,24.8055691,60.1856996,4618298909,walk,4618298909,4726
4618298912,24.8059835,60.1853735,4618298912,walk,4618298912,4727
4618298915,24.8061498,60.1852242,4618298915,walk,4618298915,4728
4618298917,24.8066234,60.1852939,4618298917,walk,4618298917,4729
4618298919,24.8067292,60.1851895,4618298919,walk,4618298919,4730
4618298921,24.8070162,60.1851735,4618298921,walk,4618298921,4731
4618550228,24.7973099,60.1784179,4618550228,walk,4618550228,4732
4618550231,24.7976071,60.1782433,4618550231,walk,4618550231,4733
4618550232,24.7974332,60.1785791,4618550232,walk,4618550232,4734
4618550240,24.7974077,60.1803602,4618550240,walk,4618550240,4735
4618550241,24.7975684,60.1804174,4618550241,walk,4618550241,4736
4618550243,24.797888,60.1805439,4618550243,walk,4618550243,4737
4618550266,24.8048098,60.1838446,4618550266,walk,4618550266,4738
4618550277,24.8034606,60.1840373,4618550277,walk,4618550277,4739
4618550279,24.8052029,60.1841815,4618550279,walk,4618550279,4740
4618550280,24.8047695,60.1841493,4618550280,walk,4618550280,4741
4618550281,24.805015,60.1839245,4618550281,walk,4618550281,4742
4618550283,24.8056353,60.183862,4618550283,walk,4618550283,4743
4618550286,24.806055,60.1836026,4618550286,walk,4618550286,4744
4618550600,24.8054415,60.1843711,4618550600,walk,4618550600,4745
4618550601,24.8050791,60.1842641,4618550601,walk,4618550601,4746
4618550623,24.8079319,60.184181,4618550623,walk,4618550623,4747
4618550626,24.807251,60.184199,4618550626,walk,4618550626,4748
4618550627,24.8080483,60.1846376,4618550627,walk,4618550627,4749
4618550633,24.8077629,60.184684,4618550633,walk,4618550633,4750
4618550635,24.8070736,60.1840741,4618550635,walk,4618550635,4751
4618550637,24.807912,60.1840083,4618550637,walk,4618550637,4752
4618550638,24.8085828,60.1839875,4618550638,walk,4618550638,4753
4618550641,24.8039661,60.1823603,4618550641,walk,4618550641,4754
4618550650,24.8044062,60.1830811,4618550650,walk,4618550650,4755
4618550652,24.8036779,60.1829676,4618550652,walk,4618550652,4756
4618550653,24.8033581,60.1838758,4618550653,walk,4618550653,4757
4618550655,24.8060044,60.1844243,4618550655,walk,4618550655,4758
4618550656,24.8062274,60.1844033,4618550656,walk,4618550656,4759
4618550662,24.8051275,60.1840267,4618550662,walk,4618550662,4760
4618550663,24.8058709,60.1839658,4618550663,walk,4618550663,4761
4618550669,24.8010302,60.1836487,4618550669,walk,4618550669,4762
4618550670,24.8007064,60.1836091,4618550670,walk,4618550670,4763
4618550671,24.8007254,60.1834646,4618550671,walk,4618550671,4764
4618550679,24.7996855,60.1834376,4618550679,walk,4618550679,4765
4618550680,24.7996058,60.1835332,4618550680,walk,4618550680,4766
4618550687,24.8011143,60.1834811,4618550687,walk,4618550687,4767
4618550890,24.8009308,60.1838461,4618550890,walk,4618550890,4768
4618550892,24.8012395,60.1838845,4618550892,walk,4618550892,4769
4618550893,24.8011456,60.1842665,4618550893,walk,4618550893,4770
4618550894,24.8008981,60.184213,4618550894,walk,4618550894,4771
4618550898,24.801161,60.1838747,4618550898,walk,4618550898,4772
4618550899,24.8014105,60.1835093,4618550899,walk,4618550899,4773
4618550900,24.801345,60.1834977,4618550900,walk,4618550900,4774
4618550906,24.8013644,60.1831139,4618550906,walk,4618550906,4775
4618550907,24.8016033,60.1831145,4618550907,walk,4618550907,4776
4618550921,24.8036779,60.1831016,4618550921,walk,4618550921,4777
4618550922,24.8011292,60.1840866,4618550922,walk,4618550922,4778
4618730083,24.8504352,60.1808378,4618730083,walk,4618730083,4779
4618730084,24.8499194,60.1807924,4618730084,walk,4618730084,4780
4618730085,24.8503834,60.1808339,4618730085,walk,4618730085,4781
4618730086,24.850517,60.1808441,4618730086,walk,4618730086,4782
4620874218,24.8033554,60.1845405,4620874218,walk,4620874218,4783
4620874221,24.8006573,60.1843294,4620874221,walk,4620874221,4784
4620874223,24.801835,60.1845468,4620874223,walk,4620874223,4785
4620874224,24.802679,60.1846341,4620874224,walk,4620874224,4786
4620874225,24.8029582,60.1846565,4620874225,walk,4620874225,4787
4620874227,24.803333,60.1846605,4620874227,walk,4620874227,4788
4620874229,24.8009132,60.1843816,4620874229,walk,4620874229,4789
4625131295,24.8025049,60.1852879,4625131295,walk,4625131295,4790
4625131297,24.8025526,60.1850002,4625131297,walk,4625131297,4791
4625131304,24.7961371,60.1834439,4625131304,walk,4625131304,4792
4625131315,24.8031018,60.184661,4625131315,walk,4625131315,4793
4625131316,24.803078,60.1847728,4625131316,walk,4625131316,4794
4628429798,24.8258176,60.1747384,4628429798,walk,4628429798,4795
4631775565,24.8257958,60.1750882,4631775565,walk,4631775565,4796
4644118038,24.8585182,60.1644896,4644118038,walk,4644118038,4797
4644118040,24.8584843,60.1644859,4644118040,walk,4644118040,4798
4644118042,24.858636,60.164501,4644118042,walk,4644118042,4799
4644118045,24.8584312,60.1645259,4644118045,walk,4644118045,4800
4644275644,24.855973,60.1641398,4644275644,walk,4644275644,4801
4644275645,24.8560819,60.1641502,4644275645,walk,4644275645,4802
4644275660,24.8547369,60.1642889,4644275660,walk,4644275660,4803
4644276398,24.8578348,60.1646211,4644276398,walk,4644276398,4804
4644276400,24.8578904,60.1646265,4644276400,walk,4644276400,4805
4651536035,24.8565101,60.1641911,4651536035,walk,4651536035,4806
4651536036,24.8566034,60.1642002,4651536036,walk,4651536036,4807
4651536037,24.857498,60.1642876,4651536037,walk,4651536037,4808
4651536041,24.8552988,60.1646528,4651536041,walk,4651536041,4809
4651536046,24.8553597,60.1647134,4651536046,walk,4651536046,4810
4651536048,24.8554606,60.1647966,4651536048,walk,4651536048,4811
4651536050,24.8555048,60.1648332,4651536050,walk,4651536050,4812
4651536061,24.8561907,60.16504,4651536061,walk,4651536061,4813
4651536066,24.8562982,60.1650911,4651536066,walk,4651536066,4814
4651536068,24.8564986,60.1651112,4651536068,walk,4651536068,4815
4651536072,24.8560537,60.1651536,4651536072,walk,4651536072,4816
4651536074,24.8561673,60.1651632,4651536074,walk,4651536074,4817
4651536075,24.8564733,60.1651908,4651536075,walk,4651536075,4818
4659005690,24.806193,60.1771469,4659005690,walk,4659005690,4819
4659005691,24.806321,60.176962,4659005691,walk,4659005691,4820
4659022462,24.8049812,60.1767983,4659022462,walk,4659022462,4821
4659022469,24.8053139,60.1768103,4659022469,walk,4659022469,4822
4665821697,24.8574835,60.1641257,4665821697,walk,4665821697,4823
4665821698,24.8577206,60.1643084,4665821698,walk,4665821698,4824
4668078051,24.8057411,60.1782134,4668078051,walk,4668078051,4825
4668078055,24.8056515,60.1785881,4668078055,walk,4668078055,4826
4668078059,24.8060063,60.1783595,4668078059,walk,4668078059,4827
4668078062,24.8064647,60.1781889,4668078062,walk,4668078062,4828
4668078067,24.8058301,60.1783709,4668078067,walk,4668078067,4829
4668802112,24.8058334,60.18857,4668802112,walk,4668802112,4830
4668802114,24.8059192,60.1879412,4668802114,walk,4668802114,4831
4668802115,24.8048763,60.187893,4668802115,walk,4668802115,4832
4668802116,24.804747,60.1885284,4668802116,walk,4668802116,4833
4668802118,24.8058468,60.1884213,4668802118,walk,4668802118,4834
4668802119,24.8047815,60.1883589,4668802119,walk,4668802119,4835
4668802121,24.8048128,60.1882052,4668802121,walk,4668802121,4836
4668802122,24.8058642,60.1882659,4668802122,walk,4668802122,4837
4668802124,24.8048458,60.1880428,4668802124,walk,4668802124,4838
4668802125,24.8058978,60.1881033,4668802125,walk,4668802125,4839
4668802127,24.8059809,60.1876319,4668802127,walk,4668802127,4840
4668802129,24.8060051,60.1874785,4668802129,walk,4668802129,4841
4668802130,24.8049129,60.1875804,4668802130,walk,4668802130,4842
4668802131,24.8049474,60.1874151,4668802131,walk,4668802131,4843
4668802133,24.8061476,60.1867812,4668802133,walk,4668802133,4844
4668802135,24.8061415,60.1868058,4668802135,walk,4668802135,4845
4668802140,24.8064527,60.1868197,4668802140,walk,4668802140,4846
4668802142,24.8061201,60.1869036,4668802142,walk,4668802142,4847
4668802144,24.8060842,60.1870645,4668802144,walk,4668802144,4848
4668802146,24.8060574,60.1872071,4668802146,walk,4668802146,4849
4668802147,24.8050142,60.1871613,4668802147,walk,4668802147,4850
4668802148,24.8050361,60.1870207,4668802148,walk,4668802148,4851
4668802149,24.8050634,60.1868546,4668802149,walk,4668802149,4852
4668802150,24.8050867,60.1866967,4668802150,walk,4668802150,4853
4668802151,24.8050069,60.1866929,4668802151,walk,4668802151,4854
4668802153,24.8052999,60.1867067,4668802153,walk,4668802153,4855
4668802155,24.805603,60.186721,4668802155,walk,4668802155,4856
4668802157,24.8059057,60.1867353,4668802157,walk,4668802157,4857
4668802160,24.8034004,60.18692,4668802160,walk,4668802160,4858
4668802161,24.8035028,60.1869068,4668802161,walk,4668802161,4859
4668802162,24.803617,60.1868921,4668802162,walk,4668802162,4860
4668802165,24.8042237,60.1849813,4668802165,walk,4668802165,4861
4668802167,24.8044258,60.1852732,4668802167,walk,4668802167,4862
4668802176,24.8033838,60.1892539,4668802176,walk,4668802176,4863
4668802185,24.8024935,60.1892017,4668802185,walk,4668802185,4864
4670597534,24.857606,60.1693617,4670597534,walk,4670597534,4865
4670597536,24.8576905,60.1696063,4670597536,walk,4670597536,4866
4670597548,24.8567073,60.1700013,4670597548,walk,4670597548,4867
4670597553,24.8580319,60.170142,4670597553,walk,4670597553,4868
4672538325,24.8152596,60.170194,4672538325,walk,4672538325,4869
4672538329,24.8148196,60.1701448,4672538329,walk,4672538329,4870
4680416090,24.8585202,60.1636387,4680416090,walk,4680416090,4871
4680416093,24.8586657,60.1636522,4680416093,walk,4680416093,4872
4680416096,24.8586596,60.1636668,4680416096,walk,4680416096,4873
4680416097,24.8586573,60.1636723,4680416097,walk,4680416097,4874
4681613941,24.8600615,60.1615551,4681613941,walk,4681613941,4875
4681613944,24.8596494,60.1616236,4681613944,walk,4681613944,4876
4681613949,24.8599752,60.1617731,4681613949,walk,4681613949,4877
4681613965,24.8595194,60.1619769,4681613965,walk,4681613965,4878
4681613967,24.8596904,60.1619667,4681613967,walk,4681613967,4879
4681613970,24.8590915,60.1620088,4681613970,walk,4681613970,4880
4681613974,24.8594893,60.162044,4681613974,walk,4681613974,4881
4681613976,24.8596533,60.1620595,4681613976,walk,4681613976,4882
4681613982,24.8587073,60.1621699,4681613982,walk,4681613982,4883
4681615791,24.8593028,60.1625576,4681615791,walk,4681615791,4884
4682311106,24.8029035,60.1769437,4682311106,walk,4682311106,4885
4682311107,24.8010366,60.1766976,4682311107,walk,4682311107,4886
4682311112,24.8008793,60.1766547,4682311112,walk,4682311112,4887
4682311116,24.8011125,60.1763966,4682311116,walk,4682311116,4888
4683862719,24.8595487,60.1619797,4683862719,walk,4683862719,4889
4683862730,24.8583761,60.1623573,4683862730,walk,4683862730,4890
4683862731,24.8585344,60.1623735,4683862731,walk,4683862731,4891
4683862742,24.8592842,60.1626022,4683862742,walk,4683862742,4892
4683865904,24.802577,60.1750787,4683865904,walk,4683865904,4893
4683865906,24.8049663,60.1747969,4683865906,walk,4683865906,4894
4683865907,24.8050046,60.174802,4683865907,walk,4683865907,4895
4683865909,24.8047282,60.1751964,4683865909,walk,4683865909,4896
4683865910,24.8047797,60.1752034,4683865910,walk,4683865910,4897
4683865911,24.8048059,60.1751562,4683865911,walk,4683865911,4898
4683865913,24.804699,60.1751422,4683865913,walk,4683865913,4899
4683865916,24.8046809,60.1751761,4683865916,walk,4683865916,4900
4683865919,24.8046623,60.1751376,4683865919,walk,4683865919,4901
4683865922,24.8029233,60.174907,4683865922,walk,4683865922,4902
4683865926,24.8030014,60.1749166,4683865926,walk,4683865926,4903
4683865934,24.8048463,60.175085,4683865934,walk,4683865934,4904
4683865936,24.8026424,60.1750885,4683865936,walk,4683865936,4905
4683865937,24.802864,60.1749162,4683865937,walk,4683865937,4906
4683865939,24.8027371,60.1748995,4683865939,walk,4683865939,4907
4683865941,24.8028942,60.1748788,4683865941,walk,4683865941,4908
4683865942,24.8027571,60.1748596,4683865942,walk,4683865942,4909
4683865943,24.8024382,60.1748159,4683865943,walk,4683865943,4910
4683865944,24.8024034,60.1748815,4683865944,walk,4683865944,4911
4683865945,24.8030484,60.1749682,4683865945,walk,4683865945,4912
4683865946,24.802926,60.1749017,4683865946,walk,4683865946,4913
4683865948,24.8029196,60.1749149,4683865948,walk,4683865948,4914
4683865949,24.8028684,60.1749076,4683865949,walk,4683865949,4915
4683865950,24.8030739,60.1749203,4683865950,walk,4683865950,4916
4683865951,24.8025522,60.1750673,4683865951,walk,4683865951,4917
4683865952,24.8025424,60.1750869,4683865952,walk,4683865952,4918
4683865953,24.8030294,60.1750046,4683865953,walk,4683865953,4919
4683865955,24.8027456,60.1749692,4683865955,walk,4683865955,4920
